"Season","Age","Tm","Lg","Pos","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","player","ID"
"2020-21",24,"IND","NBA","PF",62,2231,20.6,0.601,0.179,0.363,7.3,28.6,18,27.5,1.6,1.2,16.9,24.1,4,3,6.9,0.149,2.3,1.6,3.8,3.3,"Domantas Sabonis","sabondo01"
"2020-21",21,"SAS","NBA","PF",33,308,9.8,0.518,0.41,0.276,5.4,18.3,11.7,6.9,1.3,2.2,14.5,19.5,-0.2,0.3,0.1,0.015,-4.2,-0.7,-4.9,-0.2,"Luka Šamanić","samanlu01"
"2020-21",26,"PHO","NBA","C",50,871,14.3,0.567,0.395,0.289,6.1,18.4,12.4,10.4,1.7,0.4,12.9,22.6,0.7,1,1.7,0.093,-1.4,-0.6,-2,0,"Dario Šarić","saricda01"
"2020-21",27,"LAL","NBA","SG",61,1956,13.8,0.543,0.279,0.32,1.7,10.3,6.1,26.9,1.7,0.6,15.8,22.9,1,2.7,3.8,0.093,-1.3,0.1,-1.2,0.4,"Dennis Schröder","schrode01"
"2020-21",20,"LAC","NBA","SG",4,84,6.3,0.458,0.25,0.139,2.8,15.6,9.4,1.7,2.4,0,15.5,23.8,-0.2,0.1,-0.1,-0.072,-8.1,-2.8,-10.9,-0.2,"Jay Scrubb","scrubja01"
"2020-21",22,"CLE","NBA","SG",60,2115,18,0.573,0.239,0.347,3,7,4.9,22.6,1.4,0.4,11.6,29.7,2.6,0.9,3.5,0.08,1.8,-1.9,-0.2,1,"Collin Sexton","sextoco01"
"2020-21",23,"BRK","NBA","SG",61,1403,10.3,0.578,0.73,0.171,0.9,7.6,4.4,9.3,1.1,0.6,8.9,16.7,1.2,0.6,1.8,0.063,-1,-1.5,-2.4,-0.2,"Landry Shamet","shamela01"
"2020-21",26,"TOR","NBA","PF",56,2006,17.7,0.547,0.256,0.313,5,17.6,11.1,20.5,1.5,1.8,10.6,26.3,2.3,2,4.2,0.101,1,-0.3,0.8,1.4,"Pascal Siakam","siakapa01"
"2020-21",24,"TOT","NBA","PF",15,92,11.5,0.708,0.063,0.938,8.9,24.4,16.8,9.3,0.5,6.6,30.7,15.9,0.1,0.1,0.2,0.101,-6.7,1.1,-5.5,-0.1,"Chris Silva","silvach01"
"2020-21",24,"MIA","NBA","PF",11,83,13.4,0.765,0.077,1.154,9.8,24.4,17.2,10.3,0.6,6.3,31.5,15.5,0.1,0.1,0.2,0.136,-5.3,1.4,-3.9,0,"Chris Silva","silvach01"
"2020-21",24,"SAC","NBA","PF",4,9,-5.9,0.333,0,0,0,25,12.3,0,0,9.4,25,19.1,-0.1,0,0,-0.219,-19.3,-1.3,-20.6,0,"Chris Silva","silvach01"
"2020-21",24,"PHI","NBA","PG",58,1877,18.3,0.584,0.017,0.492,5.6,18.7,12.2,31.3,2.4,1.7,19.6,20.2,2.7,3.3,6,0.153,0.7,2.2,2.9,2.3,"Ben Simmons","simmobe01"
"2020-21",21,"POR","NBA","SG",64,1104,12.3,0.589,0.703,0.142,1.3,12.5,6.8,11.4,0.8,0.6,9.2,18.3,1.5,0.3,1.8,0.078,0.6,-1.6,-1,0.3,"Anfernee Simons","simonan01"
"2020-21",26,"BOS","NBA","PG",48,1581,13.8,0.539,0.553,0.318,2.5,9.3,5.9,23.6,2.2,1.4,14.2,18.4,1.8,1.5,3.3,0.1,-0.4,0.2,-0.3,0.7,"Marcus Smart","smartma01"
"2020-21",23,"TOT","NBA","PG",23,420,13.6,0.492,0.4,0.179,3.1,11.5,7.3,27.8,2.7,2.9,14.3,19,0.1,0.5,0.6,0.07,-1.1,1.5,0.4,0.3,"Dennis Smith Jr.","smithde03"
"2020-21",23,"NYK","NBA","PG",3,28,6.8,0.356,0.4,0.6,0,7.7,3.9,14.4,5.4,0,7.3,21.7,-0.1,0.1,0,-0.015,-8.5,4.7,-3.8,0,"Dennis Smith Jr.","smithde03"
"2020-21",23,"DET","NBA","PG",20,392,14.1,0.504,0.4,0.148,3.4,11.8,7.5,28.8,2.5,3.1,14.8,18.8,0.1,0.5,0.6,0.076,-0.6,1.3,0.7,0.3,"Dennis Smith Jr.","smithde03"
"2020-21",32,"WAS","NBA","PG",44,924,11.6,0.473,0.165,0.111,2.5,14.6,8.6,24.7,1.6,1.2,11.6,15.8,0.2,0.9,1.1,0.056,-2.1,0.5,-1.5,0.1,"Ish Smith","smithis01"
"2020-21",20,"PHO","NBA","PF",27,156,8.4,0.499,0.34,0.14,5.2,21.4,13.4,3.4,0.3,2.9,11.7,17.1,-0.1,0.2,0.1,0.022,-4.8,-1.3,-6.1,-0.2,"Jalen Smith","smithja04"
"2020-21",23,"CLE","NBA","PF",40,499,10.5,0.521,0.184,0.375,5.3,16.6,10.8,7.4,1.7,2.3,12.7,15.8,0,0.5,0.4,0.043,-4.2,0,-4.2,-0.3,"Lamar Stevens","stevela01"
"2020-21",19,"DET","NBA","C",68,1455,16.4,0.597,0.154,0.225,12,22.7,17.3,6.3,1.3,5.2,13,15.5,1.9,2.1,4,0.132,-1.6,0.5,-1.1,0.3,"Isaiah Stewart","stewais01"
"2020-21",24,"MIA","NBA","SF",39,507,12.1,0.597,0.791,0.128,1.1,8,4.6,7.3,1.1,0.4,3.9,18.3,0.6,0.3,0.9,0.088,-0.5,-1.7,-2.2,0,"Max Strus","strusma01"
"2020-21",25,"IND","NBA","SG",53,861,12.7,0.626,0.312,0.294,2.3,9.5,5.9,7.9,1.8,0.9,13.8,18.3,0.7,0.7,1.4,0.077,-2.3,-0.5,-2.8,-0.2,"Edmond Sumner","sumneed01"
"2020-21",25,"HOU","NBA","SF",70,2043,13.8,0.576,0.312,0.235,6.6,13.2,9.8,13.2,2,1.6,12.4,16.4,2.2,1.6,3.8,0.088,-1.6,0.3,-1.4,0.3,"Jae'Sean Tate","tateja01"
"2020-21",22,"BOS","NBA","SF",64,2290,21.3,0.576,0.368,0.258,2.4,20.7,11.5,20.3,1.6,1.3,10.4,30.8,4.1,2.5,6.5,0.137,4.2,-0.3,3.9,3.4,"Jayson Tatum","tatumja01"
"2020-21",34,"CHI","NBA","SG",56,1528,8.2,0.525,0.525,0.131,2.1,9.4,5.8,10.5,1.4,1.7,12.6,13.1,0.2,1.4,1.6,0.05,-3.3,0.3,-3.1,-0.4,"Garrett Temple","templga01"
"2020-21",28,"TOT","NBA","C",65,1601,15,0.609,0.326,0.236,6.5,18.3,12.4,9.5,1.2,3.3,11.4,15.6,2.4,1.8,4.3,0.128,-0.7,0.7,0,0.8,"Daniel Theis","theisda01"
"2020-21",28,"BOS","NBA","C",42,1027,15,0.625,0.33,0.233,5.8,18.1,11.9,9.3,1.2,3.9,11.4,15,1.7,1.2,2.9,0.134,-0.6,1,0.4,0.6,"Daniel Theis","theisda01"
"2020-21",28,"CHI","NBA","C",23,574,14.9,0.584,0.32,0.242,7.6,18.5,13.1,10,1.4,2.1,11.3,16.8,0.7,0.7,1.4,0.116,-1,0.3,-0.7,0.2,"Daniel Theis","theisda01"
"2020-21",23,"PHI","NBA","SG",65,1298,10.1,0.508,0.588,0.074,2.6,7.8,5.3,6.3,3.9,4.9,11.3,9.4,0.1,2.7,2.8,0.102,-2.6,4.5,1.9,1.3,"Matisse Thybulle","thybuma01"
"2020-21",22,"MEM","NBA","PF",59,1085,14.7,0.605,0.217,0.177,7.2,18,12.5,9.4,1.9,2.7,12.3,14.3,1.4,1.5,2.9,0.127,-1.3,1.1,-0.2,0.5,"Xavier Tillman Sr.","tillmxa01"
"2020-21",22,"NYK","NBA","PF",62,683,12.7,0.574,0.407,0.124,4.2,17.6,11,6.4,1.2,2.1,9.4,15.9,0.5,1,1.5,0.109,-1.4,0.7,-0.7,0.2,"Obi Toppin","toppiob01"
"2020-21",27,"GSW","NBA","SG",53,1107,12.6,0.676,0.44,0.148,2.8,19.5,11.3,18.1,1.7,2.1,21.5,11,1.4,1.6,3,0.13,-1.4,2.2,0.8,0.8,"Juan Toscano-Anderson","toscaju01"
"2020-21",25,"MIN","NBA","C",50,1689,23.1,0.612,0.36,0.355,8.2,26.4,17,22.6,1.1,2.9,13.7,29.1,3.8,1.6,5.4,0.153,4.3,0.2,4.5,2.8,"Karl-Anthony Towns","townska01"
"2020-21",22,"TOT","NBA","SG",58,1802,12.1,0.534,0.546,0.135,1.6,7.7,4.6,6.6,1.5,0.5,4.9,20.9,1,0.7,1.7,0.045,-0.5,-1.7,-2.3,-0.1,"Gary Trent Jr.","trentga02"
"2020-21",22,"POR","NBA","SG",41,1262,12.4,0.55,0.582,0.143,1.7,6.1,3.9,6.7,1.4,0.4,5.3,20.1,1.2,0.3,1.5,0.056,-0.1,-1.8,-1.9,0,"Gary Trent Jr.","trentga02"
"2020-21",22,"TOR","NBA","SG",17,540,11.3,0.501,0.475,0.119,1.2,11.6,6.2,6.4,1.7,0.7,4.2,22.9,-0.2,0.4,0.2,0.019,-1.6,-1.5,-3.1,-0.2,"Gary Trent Jr.","trentga02"
"2020-21",35,"TOT","NBA","PF",52,1356,5.5,0.51,0.672,0.158,3.9,12.3,8,5.7,1.4,1.3,17.4,7.2,0.1,0.9,1,0.034,-4.6,0.5,-4.1,-0.7,"P.J. Tucker","tuckepj01"
"2020-21",35,"HOU","NBA","PF",32,959,5.5,0.5,0.656,0.176,3.5,13.3,8.2,6.1,1.4,1.7,19,7.7,-0.2,0.6,0.4,0.021,-5.3,0.7,-4.6,-0.6,"P.J. Tucker","tuckepj01"
"2020-21",35,"MIL","NBA","PF",20,397,5.7,0.539,0.717,0.109,4.9,9.7,7.4,4.6,1.2,0.4,12.7,5.8,0.2,0.3,0.5,0.065,-2.9,0,-2.9,-0.1,"P.J. Tucker","tuckepj01"
"2020-21",24,"IND","NBA","C",47,1455,15.3,0.599,0.477,0.329,4.7,18,11.4,4.4,1.3,8.8,11.9,16.4,1.1,2.2,3.3,0.11,-1.6,2,0.4,0.9,"Myles Turner","turnemy01"
"2020-21",28,"MEM","NBA","C",62,1755,24.4,0.636,0.077,0.273,15.1,31.9,23.4,10,1,2.9,10.7,22.4,5.1,2.6,7.8,0.213,3.2,-0.3,3,2.2,"Jonas Valančiūnas","valanjo01"
"2020-21",26,"TOR","NBA","SG",52,1899,16.8,0.534,0.547,0.22,1.8,11.3,6.4,26.7,2.2,2,9.1,23.9,2.4,1.8,4.3,0.108,2.2,0.2,2.5,2.2,"Fred VanVleet","vanvlfr01"
"2020-21",21,"MIN","NBA","PF",64,1139,16.2,0.612,0.021,0.432,10.8,24.7,17.5,9.3,2.7,3.5,15.9,12.3,1.6,1.5,3.1,0.132,-1.4,1.4,-0.1,0.5,"Jarred Vanderbilt","vandeja01"
"2020-21",20,"SAS","NBA","SF",62,1056,10.6,0.524,0.495,0.168,2.4,15.4,8.8,7.1,2,1.4,6.3,14.3,0.4,1.1,1.5,0.069,-2.2,0.7,-1.5,0.1,"Devin Vassell","vassede01"
"2020-21",24,"MIA","NBA","PG",50,655,7.6,0.498,0.639,0.099,1.8,7.9,4.9,15.1,1.6,0.3,12.3,19.1,-0.4,0.5,0.2,0.011,-4.5,-0.9,-5.4,-0.6,"Gabe Vincent","vincega01"
"2020-21",25,"BRK","NBA","C",4,11,-19,0,0.667,0,0,9.6,5,10.2,0,0,40,19.8,-0.1,0,-0.1,-0.488,-20.9,-5.8,-26.7,-0.1,"Noah Vonleh","vonleno01"
"2020-21",30,"TOT","NBA","C",70,2348,22.9,0.56,0.315,0.112,6.5,30.9,18.5,21.3,1.3,1.8,7.9,29.3,3.3,3,6.3,0.129,4.9,0.4,5.3,4.4,"Nikola Vučević","vucevni01"
"2020-21",30,"ORL","NBA","C",44,1500,23.5,0.565,0.317,0.121,5.8,30.8,17.9,22.1,1.4,1.7,8,29.9,2.1,1.8,3.9,0.125,5.5,0.4,5.9,3,"Nikola Vučević","vucevni01"
"2020-21",30,"CHI","NBA","C",26,848,21.8,0.55,0.311,0.094,7.8,31.2,19.6,20,1.3,2.1,7.8,28.2,1.2,1.2,2.4,0.137,3.8,0.5,4.4,1.4,"Nikola Vučević","vucevni01"
"2020-21",24,"CLE","NBA","PF",63,1212,11.3,0.573,0.685,0.125,3.4,16.8,9.9,8.9,1.4,1.5,8.4,12.9,1.1,0.9,2,0.08,-1.1,-0.1,-1.3,0.2,"Dean Wade","wadede01"
"2020-21",23,"TOT","NBA","C",45,722,12.5,0.58,0.397,0.38,3.9,17.7,10.7,9.7,1.7,2.2,13.9,18.1,0.5,0.8,1.2,0.082,-2.7,0.2,-2.6,-0.1,"Moritz Wagner","wagnemo01"
"2020-21",23,"WAS","NBA","C",25,375,15.4,0.614,0.344,0.426,3.7,16.9,10.3,11.7,2.7,1.8,12.7,18.3,0.5,0.5,1,0.134,-1.5,1.3,-0.1,0.2,"Moritz Wagner","wagnemo01"
"2020-21",23,"BOS","NBA","C",9,61,-1,0.37,0.429,0.143,5.4,29.4,17.3,12.4,0,1.5,37.7,16.9,-0.2,0.1,-0.2,-0.146,-10,-0.3,-10.3,-0.1,"Moritz Wagner","wagnemo01"
"2020-21",23,"ORL","NBA","C",11,286,11.5,0.563,0.462,0.355,3.9,16.1,9.8,6.3,0.7,2.9,10.8,18.2,0.2,0.2,0.4,0.063,-2.9,-1.2,-4,-0.1,"Moritz Wagner","wagnemo01"
"2020-21",30,"BOS","NBA","PG",43,1369,17.7,0.559,0.522,0.22,1.3,12.6,6.9,23.8,1.7,0.8,10.6,26.1,2.1,1.1,3.3,0.115,2.8,-0.7,2.1,1.4,"Kemba Walker","walkeke02"
"2020-21",22,"SAS","NBA","SG",60,1522,9.8,0.523,0.463,0.115,1,10.1,5.4,9.6,0.9,0.8,9.2,20.1,-0.5,0.9,0.4,0.012,-2.3,-1.4,-3.7,-0.7,"Lonnie Walker IV","walkelo01"
"2020-21",30,"HOU","NBA","PG",40,1288,15.4,0.503,0.343,0.291,1.3,9.7,5.3,36.2,1.5,2.1,14.7,31.7,-1,0.8,-0.2,-0.007,1.2,-1.9,-0.7,0.4,"John Wall","walljo01"
"2020-21",27,"IND","NBA","SF",4,117,11.6,0.56,0.137,0.196,1.9,11.1,6.5,6.5,0.8,0,6.7,21.6,0.1,0.1,0.1,0.045,-3.6,-1.9,-5.5,-0.1,"T.J. Warren","warretj01"
"2020-21",22,"CHO","NBA","PF",64,1954,13.4,0.549,0.423,0.211,5.1,18.3,11.6,12.2,1.7,4,14.6,19.4,0.3,2.4,2.7,0.066,-1.5,0.6,-0.9,0.6,"P.J. Washington","washipj01"
"2020-21",26,"TOR","NBA","SF",50,723,12.2,0.565,0.5,0.161,5.3,19.4,12.1,7.7,1.7,2.6,9,12.7,0.7,0.8,1.5,0.102,-1.1,0.5,-0.7,0.2,"Yuta Watanabe","watanyu01"
"2020-21",32,"WAS","NBA","PG",65,2369,19.5,0.509,0.221,0.334,4.9,28.6,16.8,48.6,1.7,0.8,18,30.2,0.5,3.2,3.7,0.075,2.6,1.1,3.7,3.4,"Russell Westbrook","westbru01"
"2020-21",20,"CHI","NBA","PG",69,2156,12,0.54,0.503,0.157,1.5,13,7.3,21.8,0.9,0.6,13.9,22.5,0.7,1.7,2.4,0.052,-1.2,-1.2,-2.4,-0.2,"Coby White","whiteco01"
"2020-21",26,"SAS","NBA","SG",36,1064,15,0.55,0.536,0.252,1.3,9.6,5.4,17.4,1.2,2.9,8.2,22.4,1,0.9,1.9,0.085,1.3,0,1.3,0.9,"Derrick White","whitede01"
"2020-21",25,"GSW","NBA","PF",71,2364,15,0.568,0.348,0.225,3.7,11.8,7.8,10.9,1.3,2.6,9.8,23.3,1.2,2.7,3.9,0.08,0,-0.4,-0.4,1,"Andrew Wiggins","wiggian01"
"2020-21",22,"BOS","NBA","PF",63,1138,7.5,0.546,0.522,0.206,4.7,12.8,8.7,7.4,1.4,2,17.2,12.3,0.1,1,1.1,0.046,-4,0.3,-3.7,-0.5,"Grant Williams","willigr01"
"2020-21",26,"OKC","NBA","PF",66,1426,14,0.599,0.285,0.153,6.1,14,10,16.4,1.8,1.1,14.8,15.3,1.6,1.2,2.8,0.096,-1.2,0.5,-0.7,0.4,"Kenrich Williams","willike04"
"2020-21",19,"CHI","NBA","PF",71,1983,10.5,0.562,0.261,0.237,3.7,14.4,9.1,6.7,1.6,2,14.4,14.9,0.3,2.2,2.5,0.06,-2.8,0.4,-2.4,-0.2,"Patrick Williams","willipa01"
"2020-21",23,"BOS","NBA","C",52,985,25.7,0.719,0.008,0.283,14.9,25.6,20.2,14.2,2.1,8.6,15.2,15,3.4,1.9,5.3,0.258,2.9,3.1,6,2,"Robert Williams","williro04"
"2020-21",20,"NOP","NBA","PF",61,2026,27.1,0.649,0.033,0.51,8.9,14.7,11.8,19.7,1.3,1.8,11.6,29.8,7.1,1.6,8.7,0.205,6.1,-0.3,5.8,4,"Zion Williamson","willizi01"
"2020-21",24,"CLE","NBA","SF",31,513,10.8,0.567,0.592,0.208,4.3,19.5,11.7,9.4,1.8,2.1,18.4,14.8,0,0.5,0.5,0.045,-2,0.3,-1.7,0,"Dylan Windler","windldy01"
"2020-21",24,"MEM","NBA","SF",26,507,6.2,0.395,0.257,0.167,3.7,21.1,12.3,13.3,1.4,2.1,14.1,21.9,-1.3,0.6,-0.7,-0.066,-6.2,0.2,-6,-0.5,"Justise Winslow","winslju01"
"2020-21",19,"GSW","NBA","C",39,836,13.1,0.552,0.103,0.234,7.1,21.5,14.4,4.9,0.6,3.8,12.9,23.8,-0.4,1.2,0.7,0.042,-4,-1,-5,-0.6,"James Wiseman","wisemja01"
"2020-21",25,"HOU","NBA","C",41,1326,20,0.591,0.322,0.309,5.9,26.8,15.9,9.4,1.2,3.2,9.9,25.9,1.4,1.4,2.8,0.1,1.7,-0.3,1.4,1.1,"Christian Wood","woodch01"
"2020-21",28,"TOT","NBA","PG,SG",63,1748,16.3,0.562,0.332,0.243,4.1,13.1,8.6,23,2.8,1.5,12.6,16.3,2.5,1.8,4.3,0.117,0.6,1.5,2.2,1.8,"Delon Wright","wrighde01"
"2020-21",28,"DET","NBA","SG",36,1052,16.5,0.562,0.304,0.307,3.9,13.6,8.7,25.7,2.7,1.6,12.6,15.8,1.7,1.3,2.9,0.134,0.7,2.2,2.9,1.3,"Delon Wright","wrighde01"
"2020-21",28,"SAC","NBA","PG",27,696,15.9,0.563,0.369,0.16,4.4,12.5,8.4,18.9,3,1.3,12.7,17.1,0.8,0.5,1.3,0.092,0.5,0.6,1.2,0.6,"Delon Wright","wrighde01"
"2020-21",32,"CHI","NBA","PF",68,1652,20.3,0.578,0.068,0.171,11.4,16.9,14.2,27.1,2.2,2.1,16.1,22.3,2.8,2.2,5.1,0.147,1.9,1.4,3.3,2.2,"Thaddeus Young","youngth01"
"2020-21",22,"ATL","NBA","PG",63,2125,23,0.589,0.357,0.491,2,10.5,6.3,45.5,1.2,0.5,16.2,33,5.9,1.3,7.2,0.163,5.3,-1.7,3.7,3,"Trae Young","youngtr01"
"2020-21",28,"CHO","NBA","C",48,1005,18.2,0.599,0.086,0.367,12.6,22.9,17.7,13.2,1.3,1.7,11.9,18.3,2.1,1.1,3.3,0.156,-0.2,-0.2,-0.5,0.4,"Cody Zeller","zelleco01"
"2020-21",23,"LAC","NBA","C",72,1609,19.1,0.693,0.01,0.434,13.6,22.4,18.1,7.9,0.7,3.4,14.7,15.1,4.8,2.1,6.9,0.206,0.6,0.4,1,1.2,"Ivica Zubac","zubaciv01"
