"Season","Age","Tm","Lg","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","player","ID"
"2020-21",21,"MIA","NBA","PF","61","4","12.1","2","3.7","0.544","0","0","0","2","3.7","0.546","0.544","0.9","1.8","0.509","1.2","2.2","3.4","0.5","0.3","0.5","0.7","1.5","5","Precious Achiuwa","achiupr01"
"2020-21",27,"NOP","NBA","C","58","58","27.7","3.3","5.3","0.614","0","0.1","0","3.3","5.3","0.62","0.614","1","2.3","0.444","3.7","5.2","8.9","1.9","0.9","0.7","1.3","1.9","7.6","Steven Adams","adamsst01"
"2020-21",23,"MIA","NBA","C","64","64","33.5","7.1","12.5","0.57","0","0.1","0.25","7.1","12.4","0.573","0.571","4.4","5.5","0.799","2.2","6.7","9","5.4","1.2","1","2.6","2.3","18.7","Bam Adebayo","adebaba01"
"2020-21",22,"NOP","NBA","SG","46","13","21.9","4.2","10","0.419","1.7","4.8","0.347","2.5","5.2","0.485","0.502","1","1.4","0.727","0.3","2.8","3.1","2.2","1","0.5","1.5","1.9","11","Nickeil Alexander-Walker","alexani01"
"2020-21",25,"MEM","NBA","SG","50","38","25.2","3.5","8.3","0.418","2.1","5.5","0.391","1.3","2.8","0.471","0.547","1.6","1.8","0.868","0.4","2.8","3.2","2.2","0.9","0.2","1","1.4","10.6","Grayson Allen","allengr01"
"2020-21",22,"TOT","NBA","C","63","45","29.6","4.7","7.7","0.618","0.1","0.3","0.316","4.6","7.3","0.631","0.624","3.2","4.6","0.703","3.1","6.9","10","1.7","0.5","1.4","1.6","1.5","12.8","Jarrett Allen","allenja01"
"2020-21",22,"BRK","NBA","C","12","5","26.7","3.7","5.4","0.677","0","0",NA,"3.7","5.4","0.677","0.677","3.8","5.1","0.754","3.2","7.3","10.4","1.7","0.6","1.6","1.8","1.8","11.2","Jarrett Allen","allenja01"
"2020-21",22,"CLE","NBA","C","51","40","30.3","5","8.2","0.609","0.1","0.4","0.316","4.9","7.8","0.623","0.616","3.1","4.5","0.69","3.1","6.8","9.9","1.7","0.5","1.4","1.5","1.5","13.2","Jarrett Allen","allenja01"
"2020-21",27,"MEM","NBA","PF","69","69","27.3","4.5","9.5","0.468","1.4","3.8","0.36","3.1","5.8","0.539","0.54","2.1","2.7","0.783","0.8","5","5.7","3.6","1.2","0.8","1.2","1.7","12.4","Kyle Anderson","anderky01"
"2020-21",26,"MIL","NBA","PF","61","61","33","10.3","18","0.569","1.1","3.6","0.303","9.2","14.4","0.636","0.6","6.5","9.5","0.685","1.6","9.4","11","5.9","1.2","1.2","3.4","2.8","28.1","Giannis Antetokounmpo","antetgi01"
"2020-21",28,"MIL","NBA","SF","57","3","9.7","1.2","2.4",".489","0.1","0.5",".241","1.1","1.9",".556",".515","0.4","0.9",".510","0.9","1.2","2.2","0.8","0.4","0.2","0.8","1.3","2.9","Thanasis Antetokounmpo","antetth01"
"2020-21",20,"ORL","NBA","PG","47","34","27.1","4.7","11.7","0.397","1.2","3.7","0.337","3.4","8.1","0.424","0.449","2.3","2.8","0.832","0.8","3.9","4.7","4.1","0.6","0.4","2.3","2.1","12.9","Cole Anthony","anthoco01"
"2020-21",23,"TOR","NBA","SF","43","43","33.3","5.8","12.1","0.48","2.4","6.1","0.398","3.4","6","0.562","0.58","1.9","2.4","0.784","1.3","4.3","5.5","2.2","1.5","0.7","1.7","2.7","15.9","OG Anunoby","anunoog01"
"2020-21",26,"CHI","NBA","PG","44","0","10.2","1.1","2.7","0.419","0.6","1.5","0.373","0.5","1.1","0.48","0.526","0.3","0.5","0.65","0.1","1.4","1.5","1.3","0.2","0","0.2","1.1","3.1","Ryan Arcidiacono","arcidry01"
"2020-21",20,"WAS","NBA","SF","54","32","23.3","2.4","5.8","0.417","1","3.1","0.315","1.4","2.7","0.535","0.502","0.5","0.8","0.644","0.4","4.4","4.9","1.2","0.6","0.3","0.6","2.6","6.3","Deni Avdija","avdijde01"
"2020-21",22,"PHO","NBA","C","69","69","30.7","6.2","10","0.626","0.1","0.3","0.2","6.2","9.7","0.639","0.629","1.9","2.5","0.769","3.3","7.2","10.5","1.4","0.6","1.2","1.5","2.8","14.4","Deandre Ayton","aytonde01"
"2020-21",21,"UTA","NBA","C","15","0","3.8","0.3","0.6","0.444","0","0",NA,"0.3","0.6","0.444","0.444","0.5","0.7","0.8","0.3","0.6","0.9","0","0.1","0.3","0.2","0.6","1.1","Udoka Azubuike","azubuud01"
"2020-21",21,"SAC","NBA","PF","43","42","25.9","5.7","11.4","0.504","0.9","2.5","0.343","4.9","8.9","0.55","0.542","1.8","3.1","0.575","2.5","4.9","7.4","1","0.5","0.5","1.4","2.3","14.1","Marvin Bagley III","baglema01"
"2020-21",19,"CHO","NBA","PG","51","31","28.8","5.7","13.2","0.436","1.8","5.1","0.352","3.9","8.1","0.489","0.504","2.5","3.2","0.758","1.2","4.7","5.9","6.1","1.6","0.4","2.8","2.7","15.7","LaMelo Ball","ballla01"
"2020-21",22,"ORL","NBA","C","46","5","15.8","3.1","6.5","0.472","0.8","2.6","0.322","2.3","4","0.568","0.535","1","1.4","0.682","1.7","4.1","5.8","0.8","0.3","1.3","0.8","1.9","8","Mo Bamba","bambamo01"
"2020-21",22,"MEM","NBA","SG","68","17","22.3","3.4","7.3","0.469","1.7","4","0.432","1.7","3.4","0.513","0.586","0.6","0.7","0.816","0.5","2.6","3.1","1.7","0.6","0.2","0.9","1.8","9.2","Desmond Bane","banede01"
"2020-21",28,"SAC","NBA","PF","58","58","36.2","5.5","11.1","0.497","1.7","4.4","0.391","3.8","6.7","0.567","0.575","3.4","4.1","0.83","1.1","5.5","6.6","3.5","0.7","0.2","1.6","1.3","16.1","Harrison Barnes","barneha02"
"2020-21",20,"NYK","NBA","SG","72","72","34.9","6.5","14.7","0.441","1.7","4.3","0.401","4.8","10.4","0.457","0.499","2.9","3.8","0.746","0.9","4.8","5.8","3","0.7","0.3","1.9","2.6","17.6","RJ Barrett","barrerj01"
"2020-21",30,"DEN","NBA","SF","56","52","31","4.6","10.9","0.426","1.8","4.6","0.381","2.9","6.3","0.459","0.507","1.7","2.2","0.785","0.7","3.3","4","3.2","0.9","0.4","1.7","1.7","12.7","Will Barton","bartowi01"
"2020-21",25,"SAS","NBA","SF","30","0","8.2","1","2.2","0.448","0.2","0.6","0.294","0.8","1.7","0.5","0.485","0.5","0.7","0.667","0.3","1.3","1.6","0.4","0.4","0.2","0.2","0.4","2.6","Keita Bates-Diop","bateske01"
"2020-21",32,"LAC","NBA","SF","67","38","27.4","2.9","6.1","0.464","1.6","4.1","0.404","1.2","2.1","0.579","0.597","0.7","0.9","0.828","0.7","4","4.7","2.2","1","0.6","0.8","1.5","8.1","Nicolas Batum","batumni01"
"2020-21",20,"OKC","NBA","PF","55","55","31.2","5","12.5","0.396","1.5","5.2","0.29","3.5","7.3","0.47","0.456","2.3","3.2","0.702","0.9","6.3","7.2","1.8","0.5","0.5","2.2","1.1","13.7","Darius Bazley","bazleda01"
"2020-21",27,"WAS","NBA","SG","60","60","35.8","11.2","23","0.485","2.2","6.2","0.349","9","16.8","0.535","0.532","6.8","7.7","0.889","1.2","3.5","4.7","4.4","1.2","0.4","3.1","2.3","31.3","Bradley Beal","bealbr01"
"2020-21",24,"MIN","NBA","SG","37","36","32.8","7.1","16.2","0.44","3.5","8.7","0.399","3.7","7.5","0.487","0.547","1.8","2.2","0.85","0.8","3.6","4.4","2.4","0.8","0.2","1.6","1.7","19.6","Malik Beasley","beaslma01"
"2020-21",28,"WAS","NBA","PF","57","7","25.7","3.4","8.4","0.404","3","7.5","0.395","0.4","0.9","0.48","0.581","1.8","2","0.87","0.3","2.6","2.9","0.9","0.6","0.2","0.6","2.4","11.5","Dāvis Bertāns","bertada01"
"2020-21",32,"LAC","NBA","PG","37","34","22.5","2.5","5.9",".423","1.5","3.8",".397","1.0","2.1",".468",".550","1.0","1.2",".800","0.8","2.4","3.2","2.1","0.8","0.8","0.9","2.9","7.5","Patrick Beverley","beverpa01"
"2020-21",21,"DET","NBA","SF","70","53","27.3","4","9.9","0.404","2.5","6.6","0.38","1.5","3.3","0.45","0.53","1.8","2.1","0.844","0.6","3.9","4.5","1.4","0.7","0.2","0.9","1.6","12.2","Saddiq Bey","beysa01"
"2020-21",28,"TOT","NBA","C","67","22","22.8","2.8","5.7","0.497","0.2","0.8","0.25","2.6","4.9","0.537","0.514","1.4","1.9","0.705","2.6","3.2","5.8","1.3","0.7","0.7","0.7","1.7","7.2","Khem Birch","birchkh01"
"2020-21",28,"ORL","NBA","C","48","5","19.8","2","4.4","0.45","0.1","0.4","0.19","1.9","3.9","0.479","0.459","1.3","1.8","0.741","2.4","2.6","5.1","1.1","0.7","0.6","0.5","1.4","5.3","Khem Birch","birchkh01"
"2020-21",28,"TOR","NBA","C","19","17","30.4","5","9","0.556","0.5","1.6","0.29","4.5","7.4","0.614","0.582","1.5","2.3","0.636","3","4.6","7.6","1.9","0.8","1.2","1.1","2.4","11.9","Khem Birch","birchkh01"
"2020-21",21,"IND","NBA","C","45","3","12.5","1.8","4.3","0.428","0.4","1.8","0.253","1.4","2.6","0.548","0.479","1","1.4","0.738","1.3","2","3.3","0.8","0.2","1.3","0.4","2.1","5.1","Goga Bitadze","bitadgo01"
"2020-21",28,"CHO","NBA","C","66","36","20.4","2.2","3.7","0.587","0","0","0","2.2","3.7","0.589","0.587","0.7","1.6","0.448","2.1","3.2","5.3","1.2","0.3","1.1","1.1","2.1","5","Bismack Biyombo","biyombi01"
"2020-21",28,"ATL","NBA","SG","44","27","29.7","6.1","12.8",".473","3.3","7.6",".438","2.8","5.3",".522",".602","0.9","1.0",".909","0.5","3.2","3.6","3.3","1.1","0.3","1.2","2.3","16.4","Bogdan Bogdanović","bogdabo01"
"2020-21",31,"UTA","NBA","SF","72","72","30.8","5.6","12.8",".439","2.5","6.4",".390","3.1","6.4",".487",".536","3.2","3.7",".879","0.6","3.3","3.9","1.9","0.6","0.1","1.8","1.6","17.0","bojan bogdanovic","bogdabo02"
"2020-21",21,"DEN","NBA","PF","32","2","5","0.8","1.8","0.431","0.3","0.8","0.375","0.5","1.1","0.471","0.509","0.3","0.5","0.667","0","0.8","0.8","0.2","0.1","0.3","0.4","0.4","2.2","Bol Bol","bolbo01"
"2020-21",24,"PHO","NBA","SG","67","67","33.9","9.3","19.2","0.484","1.9","5.5","0.34","7.4","13.7","0.543","0.533","5.1","5.9","0.867","0.5","3.7","4.2","4.3","0.8","0.2","3.1","2.7","25.6","Devin Booker","bookede01"
"2020-21",28,"TOR","NBA","C","60","14","24.2","4.8","9.3","0.514","1.5","3.9","0.383","3.3","5.4","0.609","0.595","2.5","3.2","0.788","2","4.8","6.7","1.1","0.6","1.9","0.8","2.8","13.6","Chris Boucher","bouchch01"
"2020-21",23,"TOT","NBA","C","42","8","16.3","3.1","4.7","0.665","0","0.1","0","3.1","4.6","0.675","0.665","0.9","1.3","0.691","2","3.7","5.7","0.9","0.4","0.7","0.8","1.5","7.1","Tony Bradley","bradlto01"
"2020-21",23,"PHI","NBA","C","20","8","14.4","2.6","3.8","0.68","0","0.1","0","2.6","3.7","0.689","0.68","0.4","0.6","0.636","2","3.3","5.2","0.9","0.3","0.7","0.3","1.4","5.5","Tony Bradley","bradlto01"
"2020-21",23,"OKC","NBA","C","22","0","18","3.6","5.5","0.656","0","0.1","0","3.6","5.5","0.667","0.656","1.4","2","0.705","2.1","4","6.1","0.9","0.4","0.8","1.2","1.5","8.7","Tony Bradley","bradlto01"
"2020-21",24,"UTA","NBA","PF","28","0","4.9","0.9","1.9","0.481","0.4","1","0.429","0.5","0.9","0.542","0.596","0.1","0.1","1","0.3","0.6","1","0.5","0.3","0.1","0.3","0.6","2.3","Jarrell Brantley","brantja01"
"2020-21",24,"PHO","NBA","SF","72","72","32.6","5","9.3","0.543","1.9","4.4","0.425","3.2","4.9","0.647","0.643","1.5","1.8","0.84","1.1","3.2","4.3","2.1","1.1","0.9","0.8","1.6","13.5","Mikal Bridges","bridgmi01"
"2020-21",22,"IND","NBA","SF","21","16","24.7","3.5","7.2","0.483","1.6","3.7","0.423","1.9","3.5","0.548","0.593","2.4","3.1","0.769","1.4","4.1","5.5","0.9","0.9","1","0.5","1.5","10.9","Oshae Brissett","brissos01"
"2020-21",28,"IND","NBA","PG","56","56","34.5","7.9","17.5","0.453","2.6","6.7","0.388","5.3","10.8","0.493","0.527","2.7","3.2","0.864","1","4.2","5.3","5.9","0.9","0.3","2.1","2","21.2","Malcolm Brogdon","brogdma01"
"2020-21",25,"MEM","NBA","SF","67","67","29.8","6.4","15.4","0.419","1.9","5.6","0.344","4.5","9.8","0.461","0.481","2.4","2.9","0.815","0.8","2.1","2.9","2.3","1.2","0.4","1.8","3.5","17.2","Dillon Brooks","brookdi01"
"2020-21",24,"BRK","NBA","PG","65","37","22.3","3.6","6.5","0.556","0.3","0.9","0.288","3.4","5.6","0.599","0.576","1.3","1.8","0.735","1.7","3.7","5.4","1.6","0.9","0.4","0.8","2.2","8.8","Bruce Brown","brownbr01"
"2020-21",24,"BOS","NBA","SG","58","58","34.5","9.3","19.2","0.484","2.8","7.1","0.397","6.5","12.1","0.536","0.558","3.3","4.3","0.764","1.2","4.8","6","3.4","1.2","0.6","2.7","2.9","24.7","Jaylen Brown","brownja02"
"2020-21",21,"OKC","NBA","C","43","32","21.4","3.4","6.2","0.545","0","0",NA,"3.4","6.2","0.545","0.545","1.8","2.9","0.619","3.6","5.3","8.9","0.2","0.7","1.1","1","2.2","8.6","Moses Brown","brownmo01"
"2020-21",25,"HOU","NBA","SG","51","14","24.1","2.9","6.6","0.448","1.8","4.2","0.423","1.2","2.4","0.492","0.584","0.5","0.6","0.806","0.7","3.6","4.4","1.4","0.7","0.2","0.8","1.9","8.2","Sterling Brown","brownst02"
"2020-21",21,"TOT","NBA","SF","34","0","15.4","1.8","4.2","0.431","0.6","2.1","0.314","1.2","2.2","0.541","0.507","0.4","0.6","0.714","0.6","2.5","3.1","0.9","0.3","0.2","0.6","1.4","4.7","Troy Brown Jr.","browntr01"
"2020-21",21,"WAS","NBA","SF","21","0","13.7","1.6","4.2","0.371","0.7","2.2","0.304","0.9","2","0.442","0.449","0.5","0.7","0.667","0.5","2.4","2.9","0.9","0.1","0.2","0.8","1.4","4.3","Troy Brown Jr.","browntr01"
"2020-21",21,"CHI","NBA","SF","13","0","18.2","2.2","4.2","0.527","0.6","1.8","0.333","1.6","2.4","0.677","0.6","0.4","0.5","0.833","0.7","2.7","3.4","0.8","0.5","0.2","0.4","1.5","5.5","Troy Brown Jr.","browntr01"
"2020-21",24,"DAL","NBA","PG","68","12","25","4.8","9.2","0.523","1.2","2.9","0.405","3.6","6.3","0.578","0.588","1.8","2.2","0.795","0.4","3","3.4","3.5","0.5","0","1.2","1.6","12.6","Jalen Brunson","brunsja01"
"2020-21",23,"WAS","NBA","C","10","10","27.1","5.9","9.1","0.648","0.9","2.1","0.429","5","7","0.714","0.698","1.6","2.4","0.667","1.8","4.3","6.1","1.5","0.4","0.8","1.1","3.1","14.3","Thomas Bryant","bryanth01"
"2020-21",29,"NYK","NBA","SF","65","64","30","3.8","8.6","0.442","2.5","6.1","0.41","1.3","2.5","0.521","0.587","0.8","0.8","0.909","0.2","3.2","3.4","1.5","0.8","0.2","0.7","2.2","10.9","Reggie Bullock","bullore01"
"2020-21",29,"NYK","NBA","SG","49","5","25.6","4.3","10.2","0.42","2.1","5","0.415","2.2","5.2","0.425","0.522","2.1","2.4","0.856","0.4","4.2","4.6","2.2","0.6","0.3","1","2.1","12.7","Alec Burks","burksal01"
"2020-21",31,"MIA","NBA","SF","52","52","33.6","7","14.2","0.497","0.5","2","0.245","6.6","12.2","0.538","0.514","6.9","8","0.863","1.8","5.1","6.9","7.1","2.1","0.3","2.1","1.4","21.5","Jimmy Butler","butleji01"
"2020-21",27,"LAL","NBA","SG","67","67","28.4","3.3","7.6","0.431","1.8","4.4","0.41","1.5","3.2","0.46","0.549","1.4","1.7","0.866","0.4","2.3","2.7","1.9","0.9","0.4","1","1.7","9.7","Kentavious Caldwell-Pope","caldwke01"
"2020-21",29,"DEN","NBA","PG","65","19","21.9","1.8","4.8","0.381","1.2","3.3","0.352","0.7","1.5","0.444","0.502","1.2","1.4","0.879","0.3","1.7","2.1","3.6","1.2","0.2","1.1","2","6.1","Facundo Campazzo","campafa01"
"2020-21",23,"DEN","NBA","PF","41","1","6.9","0.8","1.8","0.458","0.2","0.8","0.273","0.6","1","0.615","0.521","0.2","0.3","0.769","0.3","1","1.2","0.3","0.3","0","0.3","0.4","2.1","Vlatko Čančar","cancavl01"
"2020-21",26,"ATL","NBA","C","63","63","30.1","6.6","11","0.594","0","0",NA,"6.6","11","0.594","0.594","2.1","3.6","0.573","4.7","9.6","14.3","0.8","0.7","2","1.2","2.3","15.2","Clint Capela","capelca01"
"2020-21",19,"CHO","NBA","C","19","4","6.1","0.9","1.9","0.5","0.1","0.4","0.143","0.9","1.5","0.586","0.514","0.5","0.6","0.818","0.3","1.1","1.4","0.1","0.1","0.3","0.3","0.7","2.4","Vernon Carey Jr.","careyve01"
"2020-21",25,"PHO","NBA","PG","60","1","12","1.6","3.7","0.422","0.9","2.5","0.371","0.6","1.2","0.528","0.547","0.1","0.1","0.571","0.3","1.3","1.5","1.2","0.5","0.2","0.3","0.9","4.1","Jevon Carter","carteje01"
"2020-21",21,"TOT","NBA","C","54","44","25.5","4.3","8.5","0.503","0.3","0.9","0.294","4","7.5","0.53","0.52","2.4","3.3","0.732","2.4","5.8","8.2","1.9","0.6","0.8","1.4","2.7","11.2","Wendell Carter Jr.","cartewe01"
"2020-21",21,"CHI","NBA","C","32","25","24.8","4","7.9","0.512","0.3","0.7","0.364","3.8","7.2","0.526","0.528","2.6","3.5","0.739","2.2","5.6","7.8","2.2","0.6","0.8","1.5","3","10.9","Wendell Carter Jr.","cartewe01"
"2020-21",21,"ORL","NBA","C","22","19","26.5","4.6","9.3","0.493","0.3","1.3","0.241","4.3","8","0.534","0.51","2.2","3.1","0.721","2.8","6","8.8","1.6","0.8","0.8","1.3","2.3","11.7","Wendell Carter Jr.","cartewe01"
"2020-21",29,"ORL","NBA","SG","31","25","25.8","3.4","8.7","0.389","0.5","2","0.246","2.9","6.7","0.431","0.417","1.6","2.6","0.613","1.3","3.2","4.5","4.2","0.8","0.5","2.2","2.6","8.8","Michael Carter-Williams","cartemi01"
"2020-21",26,"LAL","NBA","PG","58","6","21","2.3","5.3","0.436","0.9","2.4","0.401","1.3","2.9","0.464","0.526","0.8","1.3","0.645","0.5","2.4","2.9","2.8","1.1","0.3","1.3","1.9","6.4","Alex Caruso","carusal01"
"2020-21",24,"MEM","NBA","PF","59","16","24","4.3","8.4","0.517","0.3","1.3","0.26","4","7.1","0.565","0.537","1.3","1.9","0.69","1.6","3.9","5.6","1.6","1","0.9","0.6","1.4","10.3","Brandon Clarke","clarkbr01"
"2020-21",28,"UTA","NBA","SG","68","1","26.7","6.7","15.8","0.425","3.1","8.8","0.347","3.7","7","0.523","0.522","1.9","2.1","0.896","0.7","3.3","4","2.5","0.9","0.1","1.7","1.6","18.4","Jordan Clarkson","clarkjo01"
"2020-21",21,"BRK","NBA","C","32","1","18.6","2.8","4.5","0.621","0","0.2","0.2","2.8","4.4","0.636","0.624","1","2","0.484","1.3","3.8","5.2","0.9","0.7","1.3","0.6","2.1","6.6","Nic Claxton","claxtni01"
"2020-21",23,"LAC","NBA","SG","44","1","9","1","2.3","0.437","0.5","1.3","0.411","0.5","1.1","0.468","0.549","0.6","0.9","0.711","0.2","0.8","1","0.5","0.2","0","0.3","0.7","3.2","Amir Coffey","coffeam01"
"2020-21",23,"ATL","NBA","PF","63","63","29.3","6.8","12.2","0.556","1.3","3.3","0.399","5.5","8.9","0.615","0.61","2.7","3.2","0.833","1.9","5.5","7.4","1.2","0.5","1","1.3","3.1","17.6","John Collins","collijo01"
"2020-21",23,"Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Did Not Play (injury—ankle)","Zach Collins","colliza01"
"2020-21",33,"UTA","NBA","PG","51","51","29.4","5.6","12.5","0.444","2.7","6.6","0.412","2.9","6","0.479","0.552","2.4","2.8","0.852","0.7","2.8","3.5","6","1.4","0.2","1.9","1.9","16.2","Mike Conley","conlemi01"
"2020-21",28,"MIL","NBA","SG","69","4","22.8","2.4","5.6","0.434","1.5","3.9","0.371","1","1.7","0.583","0.565","0.4","0.6","0.775","0.9","3.9","4.8","1.2","0.7","0.3","0.5","1.4","6.8","Pat Connaughton","connapa01"
"2020-21",30,"POR","NBA","PF","70","70","32","2.9","7.3","0.401","1.9","5.1","0.379","1","2.2","0.451","0.533","0.7","0.9","0.806","0.9","5.8","6.7","1.7","1.4","1.2","0.9","2.8","8.5","Robert Covington","covinro01"
"2020-21",30,"TOT","NBA","SF","50","8","16.1","2.2","4.5","0.48","0.8","2.1","0.368","1.4","2.4","0.579","0.566","0.3","0.4","0.773","1.1","2.8","3.9","1","0.6","0.5","0.5","1.7","5.5","Torrey Craig","craigto01"
"2020-21",30,"MIL","NBA","SF","18","0","11.2","1","2.6","0.391","0.4","1.2","0.364","0.6","1.3","0.417","0.478","0.1","0.1","0.5","0.7","1.7","2.4","0.9","0.5","0.4","0.3","1.3","2.5","Torrey Craig","craigto01"
"2020-21",30,"PHO","NBA","SF","32","8","18.8","2.8","5.7","0.503","1","2.6","0.369","1.9","3","0.619","0.588","0.5","0.6","0.8","1.4","3.4","4.8","1","0.6","0.6","0.6","1.8","7.2","Torrey Craig","craigto01"
"2020-21",30,"PHO","NBA","PF","60","42","27.5","3.3","8.2","0.404","2.5","6.3","0.389","0.9","1.9","0.455","0.555","1","1.3","0.76","0.5","4.2","4.7","2.1","0.8","0.5","0.9","2.1","10.1","Jae Crowder","crowdja01"
"2020-21",21,"MIN","NBA","SG","34","7","14.7","2","4.9","0.411","0.4","1.6","0.245","1.6","3.4","0.487","0.449","0.9","1.4","0.604","1","2.1","3.1","0.7","0.5","0.3","0.8","1.7","5.3","Jarrett Culver","culveja01"
"2020-21",30,"PHI","NBA","SG","57","57","28.7","4.5","9.7",".467","2.2","4.9",".450","2.3","4.8",".485",".582","1.2","1.4",".896","0.2","2.2","2.4","2.7","0.8","0.1","1.1","1.7","12.5","Seth Curry","curryse01"
"2020-21",32,"GSW","NBA","PG","63","63","34.2","10.4","21.7","0.482","5.3","12.7","0.421","5.1","9","0.569","0.605","5.7","6.3","0.916","0.5","5","5.5","5.8","1.2","0.1","3.4","1.9","32","Stephen Curry","curryst01"
"2020-21",27,"LAL","NBA","PF","36","36","32.3","8.4","17","0.491","0.7","2.8","0.26","7.6","14.3","0.536","0.512","4.4","5.9","0.738","1.7","6.2","7.9","3.1","1.3","1.6","2.1","1.7","21.8","Anthony Davis","davisan02"
"2020-21",23,"TOT","NBA","SG","61","4","17.6","3.2","7.5","0.428","1.6","4.4","0.367","1.6","3.1","0.513","0.535","0.7","0.9","0.818","0.3","2.2","2.5","1.4","0.7","0.2","1","1.6","8.7","Terence Davis","daviste02"
"2020-21",23,"TOR","NBA","SG","34","4","14.5","2.6","6.2","0.414","1.3","3.6","0.361","1.3","2.6","0.489","0.519","0.5","0.5","0.889","0.3","1.7","1.9","1.1","0.5","0.2","0.9","1.4","6.9","Terence Davis","daviste02"
"2020-21",23,"SAC","NBA","SG","27","0","21.5","4","9.1","0.439","2","5.4","0.372","2","3.7","0.535","0.549","1.1","1.4","0.784","0.4","2.9","3.3","1.7","1","0.3","1.3","1.8","11.1","Terence Davis","daviste02"
"2020-21",31,"SAS","NBA","PF","61","61","33.7","7.5","15.1","0.495","0.3","1.2","0.257","7.1","13.9","0.515","0.505","6.3","7.2","0.88","0.7","3.6","4.2","6.9","0.9","0.2","2","2.1","21.6","DeMar DeRozan","derozde01"
"2020-21",31,"MIA","NBA","C","16","0","13.1","2.9","4.1","0.708","0.1","0.3","0.2","2.8","3.8","0.75","0.715","1.3","1.7","0.741","1.8","3.6","5.4","0.8","0.6","0.4","0.8","2.3","7.1","Dewayne Dedmon","dedmode01"
"2020-21",30,"CLE","NBA","PG","13","1","17.2","1.1","4.3",".250","0.3","1.9",".160","0.8","2.4",".323",".286","0.3","0.3","1.000","0.5","1.4","1.8","4.5","0.3","0.1","0.5","1.6","2.8","Matthew Dellavedova","dellama01"
"2020-21",24,"MIL","NBA","SG","66","66","27.5","3.8","9.1","0.42","2","5.2","0.379","1.8","3.9","0.475","0.528","0.8","1.1","0.718","1.2","4.5","5.8","3.1","1.1","0.2","1.4","1.7","10.4","Donte DiVincenzo","divindo01"
"2020-21",24,"MIL","NBA","PF","14","1","10.1","1.1","2.9","0.4","0.1","0.6","0.125","1.1","2.3","0.469","0.413","0.8","1","0.786","0.6","1.9","2.4","0.6","0.5","0.4","0.2","1.1","3.1","Mamadi Diakite","diakima01"
"2020-21",22,"TOT","NBA","SF,SG","52","9","23.6","4.3","9","0.477","0.5","1.6","0.341","3.8","7.5","0.505","0.506","2.5","3.8","0.64","1.1","4.1","5.2","1.9","0.8","0.5","1.5","2.6","11.6","Hamidou Diallo","diallha01"
"2020-21",22,"OKC","NBA","SG","32","5","23.8","4.5","9.3","0.481","0.4","1.3","0.293","4.1","8","0.512","0.502","2.6","4.1","0.629","1.2","4","5.2","2.4","1","0.4","1.5","2.6","11.9","Hamidou Diallo","diallha01"
"2020-21",22,"DET","NBA","SF","20","4","23.3","4.1","8.7","0.468","0.8","2.1","0.39","3.3","6.6","0.492","0.514","2.3","3.4","0.662","1.1","4.3","5.4","1.2","0.5","0.6","1.4","2.6","11.2","Hamidou Diallo","diallha01"
"2020-21",31,"TOT","NBA","C","38","1","14.5","2.2","4.3","0.521","0.8","1.8","0.429","1.4","2.4","0.591","0.613","1.5","1.8","0.866","1.1","2.6","3.7","1.3","0.7","0.4","0.8","1.5","6.8","Gorgui Dieng","dienggo01"
"2020-21",31,"MEM","NBA","C","22","1","16.9","2.5","4.9","0.519","1","2.2","0.479","1.5","2.7","0.55","0.625","1.7","2","0.884","1.3","3.2","4.5","1.3","0.8","0.6","1","1.7","7.9","Gorgui Dieng","dienggo01"
"2020-21",31,"SAS","NBA","C","16","0","11.3","1.8","3.4","0.527","0.4","1.4","0.318","1.4","2.1","0.667","0.591","1.3","1.5","0.833","0.8","1.9","2.6","1.2","0.6","0.1","0.6","1.1","5.3","Gorgui Dieng","dienggo01"
"2020-21",27,"BRK","NBA","SG","3","3","21.3","2","5.3","0.375","0.7","2.3","0.286","1.3","3","0.444","0.438","2","2","1","0","4.3","4.3","3","0.7","0.3","1.7","1.3","6.7","Spencer Dinwiddie","dinwisp01"
"2020-21",21,"DAL","NBA","PG","66","66","34.3","9.8","20.5","0.479","2.9","8.3","0.35","6.9","12.2","0.567","0.55","5.2","7.1","0.73","0.8","7.2","8","8.6","1","0.5","4.3","2.3","27.7","Luka Doncic","doncilu01"
