"Season","Age","Tm","Lg","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","player","ID"
"2020-21",30,"LAC","NBA","SG","67","43","23","3.9","8.7","0.45","1.8","4.2","0.433","2.1","4.5","0.465","0.554","1","1.2","0.817","0.4","2.5","2.9","3.1","0.6","0.1","1.1","1.9","10.7","Reggie Jackson","jacksre01"
"2020-21",36,"LAL","NBA","PG","45","45","33.4","9.4","18.3","0.513","2.3","6.3","0.365","7.1","12","0.591","0.576","4","5.7","0.698","0.6","7","7.7","7.8","1.1","0.6","3.7","1.6","25","LeBron James","jamesle01"
"2020-21",23,"OKC","NBA","SG","33","1","23.9","3.9","8.7","0.446","2.2","5.1","0.423","1.7","3.6","0.479","0.57","0.8","1","0.765","0.3","2.5","2.8","3.6","0.6","0.2","1.4","1.8","10.7","Ty Jerome","jeromty01"
"2020-21",21,"PHI","NBA","SG","41","1","9.3","1.2","3.2","0.361","1","2.6","0.368","0.2","0.7","0.333","0.508","0.4","0.6","0.75","0.1","0.7","0.9","0.5","0.3","0.1","0.3","0.8","3.7","Isaiah Joe","joeis01"
"2020-21",24,"BRK","NBA","PF","18","0","10.5","2.2","3.8","0.588","0.1","0.3","0.167","2.2","3.4","0.629","0.596","0.7","0.7","1","1.5","3.5","5","0.8","0.3","0.3","0.5","0.9","5.2","Alize Johnson","johnsal02"
"2020-21",24,"PHO","NBA","PF","60","11","24","3.4","8.1","0.42","2","5.6","0.349","1.4","2.5","0.581","0.541","0.8","1","0.847","0.6","2.8","3.3","1.4","0.6","0.3","0.7","1.4","9.6","Cameron Johnson","johnsca02"
"2020-21",33,"TOT","NBA","PF","51","12","20.5","2.9","6.4","0.446","0.6","2.4","0.258","2.3","4.1","0.556","0.494","0.9","1.5","0.592","0.6","2.8","3.5","1.9","0.8","0.8","1.1","2.4","7.2","James Johnson","johnsja01"
"2020-21",33,"DAL","NBA","PF","29","1","17.4","2.3","5","0.462","0.5","2.1","0.25","1.8","2.9","0.612","0.514","0.6","1","0.586","0.5","2.5","3","1.7","0.8","0.8","0.9","2","5.7","James Johnson","johnsja01"
"2020-21",33,"NOP","NBA","PF","22","11","24.5","3.6","8.3","0.434","0.7","2.7","0.267","2.9","5.5","0.516","0.478","1.3","2.1","0.596","0.8","3.3","4.1","2.2","0.8","0.9","1.3","2.8","9.2","James Johnson","johnsja01"
"2020-21",21,"SAS","NBA","SF","69","67","28.5","4.9","10.2","0.479","0.9","2.6","0.331","4","7.6","0.531","0.522","2.1","2.8","0.74","1.3","4.6","6","1.8","0.6","0.3","1.1","2.1","12.8","Keldon Johnson","johnske04"
"2020-21",24,"TOR","NBA","PF","61","13","16.5","1.5","3.8","0.382","0.7","2.2","0.328","0.7","1.6","0.458","0.479","0.7","0.9","0.8","0.5","2","2.5","1.5","0.9","0.3","0.9","1.9","4.4","Stanley Johnson","johnsst04"
"2020-21",25,"DEN","NBA","C","72","72","34.6","10.2","18","0.566","1.3","3.3","0.388","8.9","14.7","0.606","0.602","4.8","5.5","0.868","2.8","8","10.8","8.3","1.3","0.7","3.1","2.7","26.4","Nikola Jokić","jokicni01"
"2020-21",25,"TOT","NBA","C","39","10","14","1.8","2.6","0.68","0","0.1","0.2","1.8","2.5","0.704","0.684","1.1","1.5","0.724","0.9","2.2","3.1","0.7","0.3","0.7","0.7","2","4.7","Damian Jones","jonesda03"
"2020-21",25,"PHO","NBA","C","14","0","6.7","0.6","1.1","0.5","0","0.1","0","0.6","1.1","0.533","0.5","0.4","0.8","0.545","0.5","0.8","1.3","0.3","0.1","0.4","0.4","1.4","1.6","Damian Jones","jonesda03"
"2020-21",25,"LAL","NBA","C","8","6","14","2","2.1","0.941","0","0",NA,"2","2.1","0.941","0.941","1.4","1.5","0.917","1","2.3","3.3","0.1","0.1","0.9","0.6","2.8","5.4","Damian Jones","jonesda03"
"2020-21",25,"SAC","NBA","C","17","4","20.1","2.7","4.1","0.657","0.1","0.2","0.25","2.6","3.9","0.682","0.664","1.5","2.1","0.714","1.2","3.3","4.5","1.4","0.5","1","0.9","2.1","6.9","Damian Jones","jonesda03"
"2020-21",23,"POR","NBA","SF","58","43","22.7","2.5","5.2","0.484","0.7","2.3","0.316","1.8","2.9","0.619","0.554","1","1.6","0.648","1.3","2.2","3.5","0.8","0.6","0.9","0.6","2.2","6.8","Derrick Jones Jr.","jonesde02"
"2020-21",21,"SAS","NBA","PG","37","1","7.3","1","2.1","0.474","0.1","0.1","0.6","0.9","2","0.466","0.494","0.5","0.5","0.895","0.2","0.4","0.6","1.1","0.2","0","0.4","0.4","2.5","Tre Jones","jonestr01"
"2020-21",24,"MEM","NBA","PG","70","9","17.5","2.5","5.9","0.431","0.6","2","0.321","1.9","3.9","0.487","0.485","0.6","0.6","0.911","0.3","1.7","2","3.7","0.9","0.1","0.7","0.4","6.3","Tyus Jones","jonesty01"
"2020-21",32,"BRK","NBA","C","57","43","21.9","3.3","4.4","0.763","0","0","0","3.3","4.4","0.766","0.763","0.8","1.6","0.5","2.1","5.4","7.5","1.6","0.3","1.1","1.5","2","7.5","DeAndre Jordan","jordade01"
"2020-21",29,"TOT","NBA","PG","63","13","23","3.2","6.8","0.469","0.7","2.1","0.341","2.5","4.7","0.527","0.522","1.1","1.4","0.818","0.6","2","2.5","3.4","1","0.3","1.3","2.2","8.2","Cory Joseph","josepco01"
"2020-21",29,"SAC","NBA","PG","44","2","21.5","2.5","5.7","0.444","0.7","2.1","0.33","1.8","3.5","0.513","0.506","0.8","1.1","0.766","0.6","1.7","2.3","2.5","0.9","0.2","1","2.2","6.6","Cory Joseph","josepco01"
"2020-21",29,"DET","NBA","PG","19","11","26.4","4.7","9.3","0.506","0.7","2","0.368","3.9","7.3","0.543","0.545","1.9","2.2","0.878","0.5","2.6","3.2","5.5","1.2","0.5","1.8","2.2","12","Cory Joseph","josepco01"
"2020-21",23,"TOT","NBA","PF","39","0","7.2","0.8","2.3","0.371","0.3","1.3","0.26","0.5","1","0.513","0.444","0.4","0.5","0.8","0.3","1.2","1.5","0.4","0.2","0.3","0.4","0.9","2.4","Mfiondu Kabengele","kabenmf01"
"2020-21",23,"LAC","NBA","PF","23","0","4.1","0.4","1.4","0.281","0.2","0.8","0.222","0.2","0.6","0.357","0.344","0.2","0.3","0.833","0","0.6","0.6","0.2","0.1","0.1","0.3","0.8","1.2","Mfiondu Kabengele","kabenmf01"
"2020-21",23,"CLE","NBA","PF","16","0","11.6","1.5","3.6","0.421","0.6","2","0.281","0.9","1.6","0.6","0.5","0.7","0.9","0.786","0.7","2.2","2.9","0.8","0.4","0.6","0.6","1.1","4.3","Mfiondu Kabengele","kabenmf01"
"2020-21",27,"PHO","NBA","C","47","13","15.2","2.6","5.5","0.471","0.7","1.8","0.365","1.9","3.7","0.523","0.531","0.8","1.3","0.617","0.8","3.2","4","1.7","0.3","0.4","0.5","1.5","6.6","Frank Kaminsky","kaminfr01"
"2020-21",24,"LAC","NBA","SG","63","17","19.6","3.1","6.6","0.476","1.6","3.6","0.446","1.5","3","0.511","0.597","0.4","0.5","0.839","0.2","2.3","2.6","1.7","0.4","0.1","0.8","1.4","8.3","Luke Kennard","kennalu01"
"2020-21",21,"SAC","NBA","SF","6","1","14.2","2.8","5.7","0.5","0.7","1.8","0.364","2.2","3.8","0.565","0.559","1","1","1","0.8","2.2","3","1.5","1.2","0.5","0.7","1.5","7.3","Louis King","kinglo02"
"2020-21",29,"DAL","NBA","PF","50","40","26.8","2.3","5.5","0.422","1.7","4.2","0.41","0.6","1.3","0.46","0.58","0.7","0.7","0.919","0.9","4.3","5.2","1.4","0.5","0.7","0.6","2.1","7.1","Maxi Kleber","klebima01"
"2020-21",23,"ATL","NBA","PF","33","0","8.5","1.1","3","0.37","0.2","1","0.182","0.9","2","0.463","0.4","1.3","1.7","0.8","0.8","1.4","2.2","0.2","0.3","0.3","0.5","0.7","3.8","Nathan Knight","knighna01"
"2020-21",21,"NYK","NBA","SF","42","0","11","1.3","3.4","0.392","0.8","2.1","0.393","0.5","1.3","0.389","0.514","0.4","0.5","0.8","0.2","1.2","1.5","0.5","0.3","0.1","0.4","0.9","3.9","Kevin Knox","knoxke01"
"2020-21",24,"MEM","NBA","SG","43","0","13.4","1.6","3.2","0.5","0.5","1.3","0.375","1.1","1.9","0.585","0.576","0.6","0.7","0.833","0.8","2.2","3","1.1","0.7","0.2","0.4","0.9","4.3","John Konchar","konchjo01"
"2020-21",23,"PHI","NBA","SG","55","11","19.3","3.1","7.7","0.401","1.8","4.9","0.375","1.3","2.8","0.445","0.52","1.1","1.5","0.732","0.3","1.7","2.1","1.5","0.9","0.2","0.8","1.2","9.1","Furkan Korkmaz","korkmfu01"
"2020-21",25,"TOT","NBA","C,PF","31","2","11.2","1.4","3.3","0.436","0.5","1.9","0.254","0.9","1.4","0.69","0.51","0.1","0.2","0.5","0.5","1.7","2.2","0.8","0.1","1","0.2","0.6","3.4","Luke Kornet","kornelu01"
"2020-21",25,"CHI","NBA","PF","13","0","7.2","0.7","2.1","0.333","0.5","1.8","0.261","0.2","0.3","0.75","0.444","0.2","0.3","0.5","0.1","1.1","1.2","0.3","0.2","0.5","0.1","0.1","2","Luke Kornet","kornelu01"
"2020-21",25,"BOS","NBA","C","18","2","14.1","1.9","4.1","0.473","0.5","2","0.25","1.4","2.1","0.684","0.534","0.1","0.1","0.5","0.7","2.2","2.9","1.1","0.1","1.4","0.3","1.1","4.4","Luke Kornet","kornelu01"
"2020-21",25,"LAL","NBA","SF","68","32","28.7","4.9","11.1","0.443","2","5.6","0.361","2.9","5.5","0.525","0.533","1","1.4","0.691","1.6","4.5","6.1","1.9","0.5","0.6","1.7","1.8","12.9","Kyle Kuzma","kuzmaky01"
"2020-21",25,"CHI","NBA","SG","58","58","35.1","9.8","19.4","0.507","3.4","8.2","0.419","6.4","11.1","0.571","0.596","4.4","5.1","0.849","0.6","4.4","5","4.9","0.8","0.5","3.5","2.4","27.4","Zach LaVine","lavinza01"
"2020-21",23,"HOU","NBA","SF","24","3","17.3","1.9","4.9","0.39","1","3","0.324","1","2","0.489","0.487","0.8","0.9","0.857","1.1","1.8","2.9","1","0.3","0.2","0.8","1.4","5.5","Anthony Lamb","lamban01"
"2020-21",21,"BOS","NBA","SG","18","4","15.7","1.2","3.3","0.356","0.3","1","0.278","0.9","2.3","0.39","0.398","0.5","0.7","0.75","0.7","1.3","1.9","0.7","0.3","0.3","0.6","1.3","3.1","Romeo Langford","langfro01"
"2020-21",26,"TOT","NBA","SG","47","39","31.6","7.6","17.3","0.441","1.8","5.5","0.326","5.9","11.8","0.495","0.493","3.1","3.8","0.811","0.7","3.9","4.6","5.2","1.4","0.6","2.2","2.2","20.2","Caris LeVert","leverca01"
"2020-21",26,"BRK","NBA","SG","12","4","27.8","7.3","16.7","0.435","1.8","5.3","0.349","5.4","11.4","0.474","0.49","2.2","2.8","0.765","0.8","3.5","4.3","6","1.1","0.5","2.2","1.7","18.5","Caris LeVert","leverca01"
"2020-21",26,"IND","NBA","SG","35","35","32.9","7.8","17.5","0.443","1.8","5.6","0.318","6","12","0.501","0.493","3.4","4.2","0.822","0.7","4","4.6","4.9","1.5","0.7","2.2","2.4","20.7","Caris LeVert","leverca01"
"2020-21",28,"GSW","NBA","SG","57","1","18.9","2.2","4.8","0.467","1.4","3.4","0.397","0.9","1.4","0.638","0.608","0.7","0.8","0.909","0.4","2.8","3.2","1.3","0.7","0.1","0.5","1.6","6.5","Damion Lee","leeda03"
"2020-21",21,"DET","NBA","PG","48","7","16.3","2.1","4.4","0.471","0.2","0.5","0.348","1.9","3.9","0.487","0.49","1.3","1.9","0.685","0.4","1.6","2","3.6","0.7","0.3","1.1","1.6","5.6","Saben Lee","leesa01"
"2020-21",27,"TOT","NBA","C","64","42","15.3","2.7","4.3","0.615","0.1","0.4","0.32","2.5","4","0.644","0.629","1.1","1.8","0.629","1.2","2.8","4.1","0.8","0.3","1","0.9","2","6.6","Alex Len","lenal01"
"2020-21",27,"TOR","NBA","C","7","2","10.9","0.7","1.4","0.5","0.4","0.9","0.5","0.3","0.6","0.5","0.65","0.4","0.9","0.5","0","1.6","1.6","0.4","0.1","0.9","1.1","1.4","2.3","Alex Len","lenal01"
"2020-21",27,"WAS","NBA","C","57","40","15.8","2.9","4.7","0.619","0.1","0.3","0.263","2.8","4.4","0.647","0.629","1.2","1.9","0.636","1.4","3","4.4","0.8","0.3","1","0.8","2.1","7.1","Alex Len","lenal01"
"2020-21",29,"LAC","NBA","SF","52","52","34.1","8.9","17.5",".512","1.9","4.9",".398","7.0","12.6",".557",".568","5.0","5.7",".885","1.1","5.4","6.5","5.2","1.6","0.4","2.0","1.6","24.8","Kawhi Leonard","leonaka01"
"2020-21",28,"MIA","NBA","C","3","2","9.7","1","2.3","0.429","1","2.3","0.429","0","0",NA,"0.643","0.3","0.7","0.5","0","2.3","2.3","0.7","0","0","0.7","1.7","3.3","Meyers Leonard","leoname01"
"2020-21",19,"NOP","NBA","PG","54","0","16.7","2.4","6.2","0.386","0.7","2.2","0.333","1.7","4","0.415","0.445","0.8","0.9","0.843","0.2","1.1","1.3","2.3","0.7","0.2","0.6","1.6","6.4","Kira Lewis Jr.","lewiski01"
"2020-21",30,"POR","NBA","PG","67","67","35.8","9","19.9","0.451","4.1","10.5","0.391","4.9","9.4","0.519","0.554","6.7","7.2","0.928","0.5","3.7","4.2","7.5","0.9","0.3","3","1.5","28.8","Damian Lillard","lillada01"
"2020-21",20,"POR","NBA","PF","48","2","13.3","1.6","3.5","0.467","0.6","1.7","0.35","1","1.8","0.575","0.551","0.8","0.9","0.8","0.7","2","2.7","0.5","0.1","0.3","0.4","1.1","4.6","Nassir Little","littlna01"
"2020-21",24,"GSW","NBA","C","61","34","19","1.8","3.2","0.548","0.1","0.3","0.235","1.7","3","0.578","0.558","0.5","0.8","0.646","1.9","3.4","5.3","2","0.3","0.4","0.6","2.2","4.1","Kevon Looney","looneke01"
"2020-21",32,"MIL","NBA","C","70","70","27.2","4.6","9.1","0.503","1.4","4","0.338","3.2","5.1","0.632","0.577","1.7","2","0.845","1.5","3.5","5","0.7","0.6","1.5","0.9","2.1","12.3","Brook Lopez","lopezbr01"
"2020-21",32,"WAS","NBA","C","71","9","19.1","3.8","6","0.633","0.1","0.3","0.278","3.7","5.7","0.649","0.639","1.4","1.9","0.723","2","1.8","3.8","0.8","0.2","0.6","1.1","1.5","9","Robin Lopez","lopezro01"
"2020-21",32,"CLE","NBA","PF","25","25","24.9","4.1","10.1","0.409","2.3","6.2","0.365","1.8","3.8","0.479","0.522","1.7","2","0.824","0.7","6.8","7.4","2.5","0.6","0.1","1.5","1","12.2","Kevin Love","loveke01"
"2020-21",34,"TOR","NBA","PG","46","46","34.8","5.7","13","0.436","2.8","7.2","0.396","2.8","5.8","0.487","0.546","3","3.5","0.875","0.8","4.6","5.4","7.3","1","0.3","2.7","3.1","17.2","Kyle Lowry","lowryky01"
"2020-21",25,"SAS","NBA","PF","23","9","15.6","1.9","3.9","0.478","0.6","1.7","0.35","1.3","2.2","0.58","0.556","0.7","1","0.652","0.4","3.3","3.7","0.6","0.3","0","0.3","0.6","5","Trey Lyles","lylestr01"
"2020-21",19,"OKC","NBA","PG","65","49","27.4","3.5","9.4","0.368","1.6","4.8","0.335","1.9","4.6","0.402","0.454","1.6","2.1","0.748","0.4","2.9","3.2","3.5","0.9","0.2","2.2","1.9","10.1","Théo Maledon","maledth01"
"2020-21",24,"LAC","NBA","SG","67","10","18.9","2.7","5.2","0.509","0.6","1.4","0.418","2.1","3.9","0.541","0.563","1.2","1.4","0.83","0.8","2.8","3.6","1.6","0.4","0.2","0.6","1.9","7","Terance Mann","mannte01"
"2020-21",32,"DAL","NBA","C","33","3","8.2","1.9","3.7","0.508","0","0.2","0.125","1.8","3.5","0.535","0.512","0.9","1.2","0.816","1.4","2.5","3.9","0.3","0.1","0.2","0.4","0.9","4.7","Boban Marjanović","marjabo01"
"2020-21",23,"CHI","NBA","PF","51","26","25.8","4.9","10.2","0.48","2.3","5.8","0.402","2.6","4.4","0.582","0.594","1.5","1.8","0.826","0.7","4.6","5.3","0.9","0.5","0.3","1","1.5","13.6","Lauri Markkanen","markkla01"
"2020-21",23,"NOP","NBA","SF","32","10","21.9","2.6","6.5","0.392","0.9","2.6","0.349","1.7","3.9","0.421","0.462","1.7","2.3","0.707","0.5","4.2","4.6","2.8","0.8","0.3","1.2","1.8","7.7","Naji Marshall","marshna01"
"2020-21",25,"CHO","NBA","SF","53","3","15.4","1.8","4.8","0.375","0.6","2.4","0.248","1.2","2.5","0.496","0.436","0.8","1.2","0.641","0.6","2.1","2.7","1.3","0.7","0.2","0.6","1.2","5","Caleb Martin","martica02"
"2020-21",25,"CHO","NBA","SF","52","10","16.3","1.6","3.6","0.441","0.3","1.1","0.276","1.3","2.5","0.515","0.484","0.5","0.8","0.581","1","2.1","3.1","1.7","0.7","0.2","0.8","1","4","Cody Martin","martico01"
"2020-21",20,"HOU","NBA","SF","45","8","23.7","3.6","7.1","0.509","0.8","2.1","0.365","2.8","4.9","0.572","0.564","1.3","1.9","0.714","1.6","3.8","5.4","1.1","0.7","0.9","0.8","2","9.3","Kenyon Martin Jr.","martike04"
"2020-21",24,"WAS","NBA","SG","64","24","16.2","1.5","3.7","0.409","1.2","3.1","0.384","0.3","0.6","0.538","0.57","1.3","1.5","0.884","0.3","1.1","1.4","0.4","0.5","0.1","0.2","1.7","5.5","Garrison Mathews","mathega01"
"2020-21",34,"LAL","NBA","SG","58","10","19.5","1.5","4.3","0.353","1.1","3.4","0.335","0.4","0.9","0.418","0.484","0.6","0.7","0.854","0.3","1.3","1.6","0.9","0.7","0.3","0.4","1.4","4.8","Wesley Matthews","matthwe02"
"2020-21",20,"PHI","NBA","SG","61","8","15.3","3.2","7","0.462","0.5","1.7","0.301","2.7","5.3","0.512","0.498","1","1.1","0.871","0.2","1.5","1.7","2","0.4","0.2","0.7","1.3","8","Tyrese Maxey","maxeyty01"
"2020-21",23,"ATL","NBA","SG","33","0","8.2","1.3","3","0.449","0.4","1.2","0.35","0.9","1.8","0.517","0.52","0.7","0.8","0.88","0.3","0.8","1.1","0.9","0.4","0.1","0.3","0.5","3.8","Skylar Mays","mayssk01"
"2020-21",29,"POR","NBA","SG","47","47","34","8.6","18.8","0.458","3.6","8.9","0.402","5","9.9","0.509","0.554","2.3","2.8","0.812","0.6","3.3","3.9","4.7","0.9","0.4","1.4","1.9","23.1","CJ McCollum","mccolcj01"
"2020-21",28,"IND","NBA","PG","69","3","26","4","7.1","0.559","0.2","0.7","0.313","3.8","6.4","0.586","0.574","0.5","0.7","0.688","0.8","2.9","3.7","6.6","1.9","0.3","2","1.6","8.6","T.J. McConnell","mccontj01"
"2020-21",20,"MIN","NBA","PF","63","27","24","2.6","5.8","0.447","1.1","3.1","0.364","1.5","2.7","0.544","0.545","0.4","0.7","0.6","0.8","2.9","3.7","1.1","0.6","1","0.7","2.7","6.8","Jaden McDaniels","mcdanja02"
"2020-21",23,"CHO","NBA","SF","47","18","19.2","2.8","6","0.468","0.7","2.2","0.333","2.1","3.8","0.547","0.53","1","1.4","0.703","1","2.6","3.6","1.1","0.6","0.4","1","2","7.4","Jalen McDaniels","mcdanja01"
"2020-21",29,"IND","NBA","PF","66","29","24.5","5.4","10.1","0.532","1.7","4.3","0.388","3.7","5.7","0.641","0.616","1.2","1.5","0.816","0.9","2.4","3.3","1.3","0.3","0.1","0.8","1.8","13.6","Doug McDermott","mcderdo01"
"2020-21",33,"TOT","NBA","C","46","2","14.7","3.1","6.1","0.511","0.1","0.5","0.208","3","5.6","0.539","0.52","1","1.5","0.657","1.7","3.5","5.2","0.8","0.4","1.2","1.3","2.6","7.3","JaVale McGee","mcgeeja01"
"2020-21",33,"CLE","NBA","C","33","1","15.2","3.4","6.5","0.521","0.2","0.6","0.25","3.2","5.9","0.549","0.533","1.1","1.7","0.655","1.6","3.5","5.2","1","0.5","1.2","1.4","2.4","8","JaVale McGee","mcgeeja01"
"2020-21",33,"DEN","NBA","C","13","1","13.5","2.5","5.2","0.478","0","0.3","0","2.5","4.8","0.508","0.478","0.6","0.9","0.667","1.8","3.5","5.3","0.5","0.2","1.1","1.2","3.2","5.5","JaVale McGee","mcgeeja01"
"2020-21",29,"DET","NBA","SG","16","2","12.1","2.3","4.4","0.529","0.7","1.5","0.458","1.6","2.9","0.565","0.607","0.4","0.5","0.75","0.5","0.9","1.4","1","0.5","0.1","0.4","0.8","5.7","Rodney McGruder","mcgruro01"
"2020-21",24,"MIN","NBA","PG","51","2","18.4","2","4.7","0.413","0.6","1.8","0.359","1.3","2.9","0.447","0.481","0.5","0.6","0.767","0.4","1.7","2.1","3.8","1","0.1","1","0.9","5","Jordan McLaughlin","mclaujo01"
"2020-21",22,"MEM","NBA","PG","52","1","20.1","3.3","7.6","0.438","1.7","4.1","0.412","1.6","3.5","0.467","0.548","0.8","1","0.804","0.6","2.5","3.1","2.5","1.2","0.6","1.3","1.6","9.1","De'Anthony Melton","meltode01"
"2020-21",24,"MIL","NBA","SG","30","2","7.8","1.1","2.4","0.444","0.7","1.6","0.447","0.4","0.8","0.44","0.59","0.1","0.1","1","0.2","0.8","1","0.7","0.3","0","0.3","0.6","3","Sam Merrill","merrisa01"
"2020-21",23,"SAC","NBA","C","36","6","13.6","2.5","5","0.508","0.4","1","0.351","2.2","3.9","0.549","0.545","0.9","1.2","0.721","0.9","2.3","3.1","0.8","0.4","0.5","0.8","1.6","6.3","Chimezie Metu","metuch01"
"2020-21",29,"MIL","NBA","SF","68","68","33.4","7.5","15.8","0.476","2.2","5.4","0.414","5.3","10.4","0.508","0.546","3.1","3.5","0.898","0.8","5.2","6","5.4","1.1","0.1","2.6","2.4","20.4","Khris Middleton","middlkh01"
"2020-21",32,"SAS","NBA","PG","68","1","24.8","3.7","9","0.412","2.4","6.3","0.375","1.3","2.7","0.5","0.544","1","1.1","0.91","0.3","1.4","1.7","2.4","0.6","0","1","1.2","10.8","Patty Mills","millspa02"
"2020-21",24,"PHI","NBA","SG","63","4","23.2","4.8","10.6","0.45","1.1","3.2","0.35","3.6","7.4","0.494","0.503","2.3","2.8","0.83","0.5","1.8","2.3","3.1","0.6","0.3","1.6","2.1","13","Shake Milton","miltosh01"
"2020-21",24,"UTA","NBA","PG","53","53","33.4","9","20.6","0.438","3.4","8.7","0.386","5.7","11.9","0.476","0.52","5","6","0.845","0.9","3.5","4.4","5.2","1","0.3","2.8","2.2","26.4","Donovan Mitchell","mitchdo01"
"2020-21",22,"CHO","NBA","SG","42","0","20.9","4.1","9.5","0.434","2","5","0.401","2.1","4.5","0.471","0.54","1.4","1.7","0.819","0.3","2.1","2.4","2.1","0.5","0.1","1.3","1.1","11.7","Malik Monk","monkma01"
"2020-21",21,"MEM","NBA","PG","63","63","32.6","6.8","15.2","0.449","1.2","3.8","0.303","5.7","11.4","0.499","0.487","4.3","5.9","0.728","0.9","3.1","4","7.4","0.9","0.2","3.2","1.4","19.1","Ja Morant","moranja01"
"2020-21",31,"LAC","NBA","PF","57","29","26.4","4.8","10.2","0.473","2.5","5.2","0.473","2.4","5.1","0.472","0.592","1.3","1.6","0.82","0.6","3.5","4.1","1","0.6","0.3","1","2.1","13.4","Marcus Morris","morrima03"
"2020-21",31,"LAL","NBA","PF","61","27","19.7","2.5","6.2","0.405","1.1","3.4","0.311","1.4","2.8","0.521","0.491","0.6","0.8","0.72","0.8","3.6","4.4","1.2","0.4","0.3","0.9","1.7","6.7","Markieff Morris","morrima02"
"2020-21",25,"DEN","NBA","PG","47","13","25.4","4","8.2","0.481","1.1","2.9","0.381","2.9","5.4","0.534","0.547","1.2","1.6","0.795","0.2","1.8","2","3.2","0.7","0.3","0.7","1","10.2","Monte Morris","morrimo01"
"2020-21",24,"SAS","NBA","PG","67","67","31.9","6.6","14.5",".453","0.9","3.0",".317","5.6","11.6",".488",".485","1.6","2.0",".791","0.9","6.2","7.1","5.4","1.5","0.1","1.7","2.0","15.7","Dejounte Murray","murrade01"
"2020-21",23,"DEN","NBA","PG","48","48","35.5","7.9","16.5",".477","2.7","6.6",".408","5.2","9.9",".523",".559","2.8","3.2",".869","0.8","3.3","4.0","4.8","1.3","0.3","2.3","2.0","21.2","Jamal Murray","murraja01"
"2020-21",29,"OKC","NBA","C","35","0","18.4","3.4","7.6","0.446","1.9","5.3","0.37","1.5","2.4","0.614","0.573","0.9","1","0.917","0.5","3.2","3.8","0.8","0.2","0.3","0.6","1.5","9.7","Mike Muscala","muscami01"
"2020-21",23,"TOT","NBA","SF,SG","66","14","20.1","3.2","7.7","0.411","1.6","4.8","0.334","1.6","2.9","0.536","0.515","0.6","0.8","0.76","0.4","2.1","2.5","1.7","0.8","0.2","1.3","1","8.5","Svi Mykhailiuk","mykhasv01"
"2020-21",23,"DET","NBA","SF","36","5","17.6","2.3","6.2","0.377","1.6","4.8","0.333","0.8","1.4","0.519","0.504","0.7","0.8","0.8","0.3","1.8","2.1","1.6","0.8","0.2","1.1","0.9","6.9","Svi Mykhailiuk","mykhasv01"
"2020-21",23,"OKC","NBA","SG","30","9","23","4.1","9.4","0.438","1.6","4.8","0.336","2.5","4.7","0.543","0.523","0.5","0.7","0.7","0.4","2.5","3","1.8","0.8","0.2","1.6","1","10.3","Svi Mykhailiuk","mykhasv01"
"2020-21",28,"CLE","NBA","PF","35","27","31.2","3.7","7.8","0.471","1.2","3.3","0.36","2.5","4.5","0.551","0.546","0.9","1.4","0.612","1.5","5.2","6.7","3.1","1.7","0.5","1.6","2.1","9.3","Larry Nance Jr.","nancela02"
"2020-21",21,"BOS","NBA","SF","46","1","14.5","1.7","3.9","0.438","0.9","2.3","0.37","0.8","1.5","0.543","0.551","0.5","0.6","0.786","0.6","2.2","2.8","0.5","0.3","0.2","0.5","1.9","4.7","Aaron Nesmith","nesmiaa01"
"2020-21",28,"WAS","NBA","PG","64","22","21.9","3.3","7","0.468","1","2.6","0.39","2.3","4.4","0.512","0.539","1.2","1.3","0.882","0.4","2","2.4","2.3","1.1","0.1","0.8","1.7","8.7","Raul Neto","netora01"
"2020-21",27,"UTA","NBA","PF","72","10","16","2.5","5.6","0.437","1.7","4.1","0.425","0.7","1.6","0.469","0.59","0.3","0.3","0.957","0.4","2.1","2.4","0.8","0.3","0.1","0.7","1.6","6.9","Georges Niang","niangge01"
"2020-21",20,"DEN","NBA","PF","42","1","9.5","1.2","2.5","0.481","0.6","1.4","0.407","0.6","1.1","0.578","0.596","0.3","0.4","0.8","0.3","1.2","1.5","0.2","0.2","0.1","0.2","0.7","3.2","Zeke Nnaji","nnajize01"
"2020-21",26,"NYK","NBA","C","64","41","24.2","2.1","3.5",".614","0.0","0.0",".000","2.1","3.4",".623",".614","0.8","1.1",".714","2.2","4.2","6.4","0.7","1.1","2.2","1.0","2.8","5.1","Nerlens Noel","noelne01"
"2020-21",21,"MIN","NBA","SG","42","0","18.1","3.4","8","0.424","1.2","3.6","0.333","2.2","4.4","0.497","0.499","1.1","1.3","0.818","0.5","1.8","2.3","1.5","0.5","0.3","0.7","1.7","9","Jaylen Nowell","nowelja01"
"2020-21",22,"NYK","NBA","PG","33","4","9.8","0.9","2.4","0.367","0.7","1.5","0.479","0.2","0.9","0.194","0.513","0.2","0.5","0.444","0.2","0.8","0.9","0.6","0.5","0.1","0.3","1.4","2.7","Frank Ntilikina","ntilila01"
